8009_3#10 8009_3#4 8009_3#1 8009_3#11 8009_3#12 8009_3#2 8009_3#13 8009_3#3 8009_3#6 8009_3#9 8009_3#5 8009_3#8 8009_3#7
BPAG_0000032001-mRNA-1 264 183 360 241 233 218 262 210 432 280 282 126 175
BPAG_0000032101-mRNA-1 1331 641 1199 1064 1391 808 837 664 2290 1556 2811 1883 1016
BPAG_0000032201-mRNA-1 65 17 45 41 5466 2658 15 2 8 3 45 33 20
BPAG_0000032301-mRNA-1 469 277 786 356 739 687 315 352 464 192 365 202 395
BPAG_0000032401-mRNA-1 4259 2040 1829 2328 2781 1222 2259 1637 2151 1624 409 203 178
BPAG_0000032501-mRNA-1 3420 2494 6157 2608 3298 3444 2491 3161 15150 6079 10841 3753 3680
BPAG_0000032601-mRNA-1 852 351 986 863 1105 530 847 562 707 461 990 759 372
BPAG_0000032701-mRNA-1 103 63 427 281 1435 897 626 490 856 545 801 830 27
BPAG_0000032801-mRNA-1 381 1040 5612 1479 1309 3568 1511 4077 2718 515 1099 309 62
BPAG_0000032901-mRNA-1 1575 687 3174 2805 3594 2483 4174 2935 1982 912 676 487 89
BPAG_0000033001-mRNA-1 1377 485 1398 1422 1716 644 1202 671 1705 1292 2381 1765 1180
BPAG_0000033101-mRNA-1 41 2 15 17 17 11 8 2 19 16 18 43 18
BPAG_0000033201-mRNA-1 1326 783 1796 1780 2577 1157 2161 1285 2018 1351 2301 1541 579
BPAG_0000033301-mRNA-1 1212 1583 3258 851 1056 1953 700 1530 3440 784 4712 1315 2400
BPAG_0000033401-mRNA-1 418 124 213 264 374 114 209 97 192 159 482 367 224
BPAG_0000033501-mRNA-1 1140 509 1158 867 965 632 758 490 1843 1107 2210 1402 1412
BPAG_0000033601-mRNA-1 2012 938 1564 1526 2049 985 1085 837 2040 1351 2736 1557 1022
BPAG_0000033701-mRNA-1 455 171 697 645 1744 848 1073 776 195 146 319 213 10
BPAG_0000033801-mRNA-1 5117 2333 26548 5990 12102 3747 3171 10363 38350 5085 3167 2078 1735
BPAG_0000033901-mRNA-1 577 420 932 705 1113 672 655 642 866 440 670 331 380
BPAG_0000034001-mRNA-1 1711 1089 2489 1378 4410 3013 1818 1712 4672 2214 3031 1363 1243
BPAG_0000034101-mRNA-1 838 242 492 623 1489 576 708 349 1242 949 1404 982 400
BPAG_0000034201-mRNA-1 656 301 753 522 695 417 430 337 886 498 1410 761 779
BPAG_0000034401-mRNA-1 26 15 21 11 12 0 8 7 89 95 141 90 71
BPAG_0000034501-mRNA-1 2695 1306 4167 4202 4269 1933 3846 2342 5329 3848 5885 3786 4756
BPAG_0000034601-mRNA-1 103 121 265 94 144 103 67 130 253 156 728 330 205
BPAG_0000034801-mRNA-1 204 108 681 438 509 249 464 394 1569 998 1953 865 501
BPAG_0000034901-mRNA-1 1304 691 1044 949 1260 558 736 544 2049 1374 1925 1148 840
BPAG_0000035001-mRNA-1 635 212 1491 1199 302 124 591 368 1695 1099 1074 420 66
BPAG_0000035101-mRNA-1 6902 3501 21816 12026 19000 9865 9935 10117 8705 4678 9156 4307 2789
BPAG_0000035301-mRNA-1 741 1352 1766 473 417 930 371 769 1970 401 2905 838 1623
BPAG_0000035401-mRNA-1 3113 1708 4218 2543 3746 2107 2485 2203 6228 3892 8701 3971 3094
BPAG_0000035601-mRNA-1 403 193 289 158 109 118 70 112 2293 1669 174 83 36
BPAG_0000035701-mRNA-1 795 347 250 149 176 107 140 86 716 472 472 185 85
BPAG_0000035801-mRNA-1 1157 565 1613 984 717 427 900 741 461 231 1416 545 71
BPAG_0000036201-mRNA-1 186 87 168 109 135 106 74 81 94 37 183 104 82
BPAG_0000036301-mRNA-1 248 213 973 306 161 222 437 757 1523 379 894 306 213
BPAG_0000036401-mRNA-1 3777 1333 2276 2141 2598 1373 1927 1284 5062 3110 4364 2975 2543
BPAG_0000036501-mRNA-1 1164 592 1498 1012 1374 924 983 816 1771 836 2693 1096 849
BPAG_0000036601-mRNA-1 68 23 90 48 76 34 85 88 84 77 132 118 207
BPAG_0000036701-mRNA-1 48 16 13 22 11 13 14 5 421 301 39 52 48
BPAG_0000036801-mRNA-1 1990 771 1354 1181 1714 1066 1123 850 2620 1708 1528 617 939
BPAG_0000036901-mRNA-1 344 225 617 261 304 311 230 310 3197 1833 1179 523 439
BPAG_0000037001-mRNA-1 320 111 43 92 102 30 61 31 46 42 52 41 9
BPAG_0000037101-mRNA-1 3378 6938 7275 3284 3129 5024 2730 3969 5919 1761 3269 1375 140
BPAG_0000037201-mRNA-1 8 18 54 9 14 19 15 26 16 8 25 11 13
BPAG_0000037301-mRNA-1 7682 8237 12850 7594 7638 5836 5464 6222 7390 3401 6900 3093 4233
BPAG_0000037401-mRNA-1 913 394 688 710 707 323 635 343 984 641 951 774 711
BPAG_0000037501-mRNA-1 5117 1850 4286 4112 4642 2485 3283 2148 3929 2402 7693 6271 4145
BPAG_0000037601-mRNA-1 1002 424 1739 1194 1398 740 939 771 1841 1181 2104 1352 1048
BPAG_0000037701-mRNA-1 2935 1045 1801 2079 2004 955 1176 791 2589 1751 3697 2455 2826
BPAG_0000037801-mRNA-1 354 276 623 321 359 246 272 317 739 391 620 288 395
BPAG_0000037901-mRNA-1 1775 613 1443 1277 1636 754 990 636 1090 723 1366 910 736
BPAG_0000038001-mRNA-1 2693 3855 4981 1437 1463 2609 1018 2033 6656 1320 9954 2846 6829
BPAG_0000038101-mRNA-1 2219 954 1684 1614 1744 993 1186 808 1554 905 3527 2129 1856
BPAG_0000038201-mRNA-1 794 325 720 550 651 371 571 329 1736 990 1432 940 928
BPAG_0000038301-mRNA-1 57 64 24 17 29 22 28 20 25 20 31 12 68
BPAG_0000038401-mRNA-1 39 34 97 63 50 61 49 57 33 13 39 20 30
BPAG_0000038501-mRNA-1 726 355 956 938 947 380 651 435 521 315 308 299 137
BPAG_0000038601-mRNA-1 96 46 175 163 108 63 108 58 261 185 4012 1824 80
BPAG_0000038701-mRNA-1 897 310 906 1060 1079 549 766 428 857 540 636 339 649
BPAG_0000038801-mRNA-1 5004 1573 2688 2920 3916 1549 3148 1626 2772 1655 2860 1932 2801
BPAG_0000038901-mRNA-1 325 462 838 358 486 853 522 756 945 344 175 26 121
BPAG_0000039001-mRNA-1 469 224 235 381 436 275 304 149 430 316 610 376 724
BPAG_0000039101-mRNA-1 877 199 334 388 468 222 429 200 345 279 587 399 420
BPAG_0000039201-mRNA-1 537 406 211 131 155 110 125 129 200 134 256 126 157
BPAG_0000039301-mRNA-1 290 167 269 321 350 134 265 151 442 295 415 266 131
BPAG_0000039401-mRNA-1 341 138 178 206 278 151 213 125 194 141 272 173 167
BPAG_0000039501-mRNA-1 1265 862 1488 906 1376 1047 869 899 1759 766 1769 751 949
BPAG_0000039601-mRNA-1 1089 1195 3307 950 1203 1999 947 1790 4277 1187 5130 1626 2415
BPAG_0000039701-mRNA-1 108 44 275 214 1861 1218 361 190 964 607 194 147 22
BPAG_0000039801-mRNA-1 839 262 873 758 881 420 875 482 700 406 766 582 613
BPAG_0000039901-mRNA-1 2367 1048 2959 2235 3276 1461 1812 1337 813 529 1404 1042 1210
BPAG_0000040001-mRNA-1 2879 1175 2263 1939 4768 2257 2068 1445 1133 633 1898 1560 1382
BPAG_0000040101-mRNA-1 1049 285 617 651 944 399 714 434 796 586 1120 791 625
BPAG_0000040201-mRNA-1 830 441 1238 1351 1146 615 927 586 1509 1010 873 510 495
BPAG_0000040301-mRNA-1 839 581 1752 1042 2415 1562 1324 1173 3358 1742 2433 1050 850
BPAG_0000040401-mRNA-1 2584 1061 3956 3772 3786 1700 2831 2122 3381 2392 3951 1915 2019
BPAG_0000040501-mRNA-1 1050 638 2810 3206 9304 4393 5510 3023 1380 817 589 177 17
BPAG_0000040601-mRNA-1 196 167 616 481 732 455 533 412 695 477 137 98 43
BPAG_0000040701-mRNA-1 1631 992 1534 1209 1417 1167 1188 1078 2178 1028 1835 805 1012
BPAG_0000040801-mRNA-1 1181 674 1074 856 915 616 852 658 4438 2853 2254 1134 2028
BPAG_0000040901-mRNA-1 884 410 1173 1080 1503 761 1147 731 1496 988 1619 1010 727
BPAG_0000041001-mRNA-1 166 80 133 131 318 141 348 234 1910 1262 2111 1059 87
BPAG_0000041101-mRNA-1 515 285 741 562 660 412 509 376 1197 795 2662 1409 342
BPAG_0000041201-mRNA-1 10 2 3 5 7 2 7 7 211 138 3 1 0
BPAG_0000041301-mRNA-1 1761 754 1506 1396 1364 927 1386 1023 1395 892 2055 1361 1236
BPAG_0000041401-mRNA-1 2069 758 1272 1119 1149 564 750 592 1146 662 873 575 699
BPAG_0000041501-mRNA-1 186 88 89 97 106 53 174 66 160 85 38 17 27
BPAG_0000041601-mRNA-1 48 19 30 36 42 23 45 18 30 12 12 5 9
BPAG_0000041701-mRNA-1 370 116 233 229 302 152 465 224 432 317 427 283 223
BPAG_0000041801-mRNA-1 286 217 326 195 216 197 113 103 456 243 422 137 296
BPAG_0000042001-mRNA-1 2380 1188 1991 2241 2975 1407 2205 1328 2884 2021 2512 1674 1219
BPAG_0000042101-mRNA-1 734 351 699 599 634 409 458 385 1102 740 1282 770 1054
BPAG_0000042201-mRNA-1 142 49 47 71 64 24 57 19 744 617 83 78 98
BPAG_0000042301-mRNA-1 1767 628 2036 1920 2696 1376 1746 1187 2695 1824 3371 2340 1885
BPAG_0000042401-mRNA-1 2952 2608 5200 2235 4951 4903 2410 3301 7577 2981 5315 2320 2575
BPAG_0000042501-mRNA-1 1 23 25 2 12 57 2 15 24 4 27 5 7
BPAG_0000042701-mRNA-1 2060 1343 1926 1082 1026 955 760 1050 2541 1037 3164 1310 1385
BPAG_0000042801-mRNA-1 4 0 3 7 121 69 3 2 23 13 269 374 17
BPAG_0000042901-mRNA-1 402 179 605 455 511 249 553 370 2171 1370 2982 1417 430
BPAG_0000043001-mRNA-1 68 24 70 119 121 31 64 32 593 500 104 57 36
BPAG_0000043101-mRNA-1 1083 322 1088 1023 1293 534 779 483 1294 972 1300 1028 538
BPAG_0000043201-mRNA-1 4292 2389 3489 2552 4182 2447 2786 2192 3212 1865 4137 2473 2113
BPAG_0000043301-mRNA-1 1727 576 1783 1914 1992 864 1545 949 1479 993 2513 1727 1176
BPAG_0000043401-mRNA-1 1093 435 1151 984 1155 501 848 559 1162 804 1785 1258 917
BPAG_0000043501-mRNA-1 1008 462 1176 823 972 444 611 439 763 481 1486 1006 973
BPAG_0000043601-mRNA-1 2644 2659 5242 3713 3725 2902 4653 4481 7536 3544 3050 1779 671
BPAG_0000043701-mRNA-1 107 30 82 131 292 81 15 6 318 245 243 338 127
BPAG_0000043801-mRNA-1 1502 832 1277 1244 1071 428 918 524 1703 1124 5465 3566 747
BPAG_0000044001-mRNA-1 409 125 268 319 422 120 240 142 477 393 359 269 648
BPAG_0000044101-mRNA-1 602 297 782 505 942 431 508 444 970 655 1062 631 442
BPAG_0000044201-mRNA-1 956 594 1173 812 1850 1282 702 670 1674 941 1937 876 972
BPAG_0000044401-mRNA-1 1379 743 1246 837 717 366 882 704 820 450 1489 884 599
BPAG_0000044801-mRNA-1 11 11 48 53 19 17 7 21 16 14 17 9 1
BPAG_0000044901-mRNA-1 484 159 507 498 402 179 144 115 149 102 298 387 63
BPAG_0000045101-mRNA-1 5810 4030 6996 7343 7537 3572 6744 4181 12936 8716 4850 3436 1984
BPAG_0000045201-mRNA-1 800 299 496 462 1804 855 419 245 262 211 327 210 430
BPAG_0000045301-mRNA-1 5337 2533 4350 4825 4228 2042 3960 2474 3978 2409 5239 3124 5706
BPAG_0000045401-mRNA-1 285 169 309 254 302 193 272 183 419 206 695 367 186
BPAG_0000045501-mRNA-1 2080 802 2429 2149 2823 1138 1774 1118 3550 2512 3215 2061 1605
BPAG_0000045601-mRNA-1 9 2 6 2 5 2 0 5 55 28 208 86 28
BPAG_0000045701-mRNA-1 511 309 890 503 738 476 464 436 770 339 1054 619 512
BPAG_0000045801-mRNA-1 158 53 142 119 206 93 104 33 916 493 772 565 31
BPAG_0000045901-mRNA-1 509 240 302 187 7599 5450 71 54 139 93 430 311 38
BPAG_0000046001-mRNA-1 93 38 43 67 239 117 24 9 1716 1502 18 18 18
BPAG_0000046101-mRNA-1 693 506 1648 1376 2646 1762 1108 795 1927 1050 851 315 437
BPAG_0000046301-mRNA-1 58 15 57 82 221 75 52 20 170 130 175 253 40
BPAG_0000046401-mRNA-1 53 29 54 31 306 199 22 18 282 204 743 500 49
BPAG_0000046601-mRNA-1 3683 1785 3584 3102 4977 3051 3186 2421 4510 2759 4970 2531 2100
BPAG_0000046701-mRNA-1 3108 1125 2267 2253 1979 1133 1643 1155 2595 1613 3932 2874 3053
BPAG_0000046801-mRNA-1 585 381 1046 654 646 457 514 532 999 492 1434 704 806
BPAG_0000046901-mRNA-1 510 231 236 178 6579 3602 101 120 113 75 520 477 147
BPAG_0000047001-mRNA-1 2269 831 1151 1040 1320 676 1079 631 1120 792 2415 1962 1087
BPAG_0000047101-mRNA-1 915 454 889 679 1135 531 723 509 777 538 1699 1020 566
BPAG_0000047201-mRNA-1 592 433 944 495 554 538 510 483 843 389 1222 546 681
BPAG_0000047301-mRNA-1 1947 868 3204 2618 3609 1479 2337 1464 3052 2054 3616 2124 1013
BPAG_0000047401-mRNA-1 6280 2506 6271 6037 7220 2440 4073 2747 4286 2548 5824 3880 1883
BPAG_0000047501-mRNA-1 268 92 324 303 416 253 268 182 342 196 201 109 158
BPAG_0000047601-mRNA-1 3306 1535 3133 3346 4837 2247 3329 2075 3689 2469 4431 3039 2325
BPAG_0000047701-mRNA-1 1179 572 1381 1406 2132 856 1260 769 2271 1625 2629 1428 1500
BPAG_0000047801-mRNA-1 1389 1284 3194 1363 1505 1501 1139 1673 4883 1791 5783 2061 2497
BPAG_0000047901-mRNA-1 146 49 219 195 250 92 164 125 124 84 206 157 154
BPAG_0000048001-mRNA-1 557 275 853 757 1413 786 805 541 973 584 1162 574 412
BPAG_0000048101-mRNA-1 2264 3828 8454 2117 2719 5285 1989 4382 7884 1563 11853 3086 6490
BPAG_0000048301-mRNA-1 671 436 1568 914 1154 801 849 788 1218 669 1646 857 743
BPAG_0000048401-mRNA-1 842 862 1664 596 787 945 629 917 1859 703 4045 1366 1138
BPAG_0000048501-mRNA-1 7888 4432 23911 19764 13551 6261 15423 12872 13186 8762 14818 8824 4836
BPAG_0000048701-mRNA-1 232 80 214 228 190 76 270 181 1586 912 2034 824 269
BPAG_0000048801-mRNA-1 2159 1015 2678 2204 2591 1493 2057 1642 3018 1895 2970 1710 1872
BPAG_0000048901-mRNA-1 691 369 1261 886 1126 729 1040 815 1697 995 1442 654 530
BPAG_0000049001-mRNA-1 268 157 534 359 423 287 291 272 841 450 1167 498 366
BPAG_0000049101-mRNA-1 211 100 305 437 320 200 856 637 1354 469 337 55 0
BPAG_0000049201-mRNA-1 0 0 0 1 0 0 2 4 6 4 288 169 1
BPAG_0000049301-mRNA-1 2849 2185 4422 1541 1557 2103 1342 2087 5918 1858 7886 3300 4488
BPAG_0000049501-mRNA-1 731 301 517 555 517 232 485 288 574 434 596 394 566
BPAG_0000049601-mRNA-1 534 251 514 421 494 267 397 293 954 595 1014 581 537
BPAG_0000049701-mRNA-1 322 630 1472 219 328 900 277 874 1868 288 2225 433 1082
BPAG_0000049801-mRNA-1 385 122 176 179 150 75 52 49 119 54 575 322 183
BPAG_0000049901-mRNA-1 162 86 275 169 6486 7715 230 246 239 116 935 714 482
BPAG_0000050001-mRNA-1 1260 651 868 1524 666 277 1727 860 541 456 335 231 395
BPAG_0000050101-mRNA-1 45 13 181 230 40 12 614 436 2654 1904 94 86 95
BPAG_0000050201-mRNA-1 3440 1220 2668 2332 3281 1711 1937 1321 2972 1912 4126 2644 2375
BPAG_0000050301-mRNA-1 1916 1117 3952 2224 3167 2066 1962 1726 3346 1705 5118 3070 2435
BPAG_0000050401-mRNA-1 1091 434 1671 1287 1321 444 712 381 1186 636 1265 956 527
BPAG_0000050501-mRNA-1 1981 1116 3493 2525 7034 4630 3238 2479 4038 2309 4548 2002 1236
BPAG_0000050601-mRNA-1 2199 2440 8436 2684 2668 3486 1887 3195 4034 1138 9893 3404 4653
BPAG_0000050701-mRNA-1 5850 3571 2700 2905 3694 1880 2520 1723 3734 2343 2660 1396 1403
BPAG_0000050801-mRNA-1 1107 893 1521 727 934 1028 678 903 2375 1055 3147 1153 1013
BPAG_0000050901-mRNA-1 829 419 241 159 168 84 186 137 697 367 352 147 210
BPAG_0000051001-mRNA-1 5490 5391 3522 1841 2185 2322 1733 1943 3235 1216 4435 1358 2311
BPAG_0000051101-mRNA-1 95 1224 2658 218 119 981 102 955 1229 116 1629 126 856
BPAG_0000051201-mRNA-1 1140 404 1005 912 1050 505 806 539 2618 1888 1496 631 1985
BPAG_0000051301-mRNA-1 176 66 118 145 137 55 140 67 158 124 206 183 132
BPAG_0000051401-mRNA-1 2473 1446 3073 1552 2087 1639 1370 1380 3131 1346 4286 2404 2855
BPAG_0000051501-mRNA-1 2559 1506 2881 2139 2352 1754 1471 1307 2838 1373 5035 3293 3299
BPAG_0000051601-mRNA-1 731 464 555 479 445 285 375 302 1495 867 1413 641 658
BPAG_0000051701-mRNA-1 233 96 108 118 117 64 70 60 225 147 332 177 233
BPAG_0000051801-mRNA-1 43 21 47 29 62 32 30 29 183 133 671 375 38
BPAG_0000051901-mRNA-1 69 24 103 88 91 30 55 47 92 74 214 146 83
BPAG_0000052001-mRNA-1 1497 1836 2869 1259 1389 1652 975 1421 5210 2077 2861 1030 1944
BPAG_0000052101-mRNA-1 2396 1002 2070 2064 2397 1243 1919 1177 4311 3285 3806 2260 1832
BPAG_0000052201-mRNA-1 1161 535 1033 875 911 424 1027 616 1809 1226 898 530 1376
BPAG_0000052301-mRNA-1 145 108 196 111 155 91 135 89 461 235 202 128 90
BPAG_0000052401-mRNA-1 1459 587 1572 1104 1981 1049 999 708 1694 1085 1545 889 768
BPAG_0000052501-mRNA-1 1120 553 1418 1007 1308 672 854 560 1775 1115 1259 845 769
BPAG_0000052601-mRNA-1 535 583 1173 382 833 1221 289 540 1105 357 864 238 540
BPAG_0000052701-mRNA-1 4694 1981 4549 3727 3993 2427 3206 2519 4309 2550 8380 5852 2710
BPAG_0000052801-mRNA-1 1285 1410 1300 495 661 707 430 633 1704 588 4866 1939 1214
BPAG_0000052901-mRNA-1 238 110 178 207 232 89 191 123 374 220 931 527 90
BPAG_0000053001-mRNA-1 4453 1947 5589 5130 5628 2474 4264 2655 6883 4900 8516 5818 8541
BPAG_0000053101-mRNA-1 1859 1337 2882 1529 1670 1380 1198 1287 2871 1210 3527 1753 2004
BPAG_0000053201-mRNA-1 25 15 52 19 42 29 13 5 56 43 243 95 7
BPAG_0000053301-mRNA-1 3015 1225 2943 2811 3268 1439 2685 1690 4591 3397 3561 2338 3736
BPAG_0000053401-mRNA-1 1683 608 826 739 740 404 421 303 426 268 654 504 650
BPAG_0000053501-mRNA-1 1423 833 1634 1117 1168 727 827 786 2139 1063 3349 1645 1471
BPAG_0000053601-mRNA-1 13 13 48 49 73 20 49 31 1782 1259 68 53 67
BPAG_0000053701-mRNA-1 77 19 127 158 728 229 140 82 1968 1761 305 279 236
BPAG_0000053801-mRNA-1 950 481 785 820 1098 406 788 439 1579 1238 1119 579 382
BPAG_0000053901-mRNA-1 2590 1119 3365 3107 3190 1550 2512 1764 3824 2452 2897 1743 1568
BPAG_0000054001-mRNA-1 565 340 1133 587 1307 901 700 690 975 470 1078 511 399
BPAG_0000054101-mRNA-1 268 114 372 440 811 413 809 502 1051 638 350 236 207
BPAG_0000054201-mRNA-1 103 76 151 57 52 46 51 91 247 68 85 18 84
BPAG_0000054301-mRNA-1 1749 816 1632 1173 721 520 1246 999 3279 1573 1114 337 690
BPAG_0000054401-mRNA-1 506 182 239 261 165 85 184 109 67 51 50 43 7
BPAG_0000054501-mRNA-1 125 48 139 139 214 71 61 50 21 15 50 45 21
BPAG_0000054601-mRNA-1 2175 806 1264 1352 451 157 1126 569 3160 2070 1120 408 54
BPAG_0000054701-mRNA-1 13 63 160 15 14 83 3 75 259 21 216 38 142
BPAG_0000054801-mRNA-1 332 75 143 129 221 134 164 72 108 68 122 127 152
BPAG_0000054901-mRNA-1 1497 1531 2253 1093 1238 1414 760 1062 4488 1466 3793 1012 2293
BPAG_0000055001-mRNA-1 15 5 0 5 4 2 3 1 29 25 23 38 53
BPAG_0000055201-mRNA-1 88 165 301 77 63 169 55 101 120 48 207 109 92
BPAG_0000055301-mRNA-1 2426 1570 3437 1992 2053 1845 1230 1326 1262 585 1568 916 928
BPAG_0000055401-mRNA-1 225 78 53 70 116 47 30 11 17 18 35 33 95
BPAG_0000055501-mRNA-1 116 45 16 20 24 25 7 9 12 8 16 21 53
BPAG_0000055701-mRNA-1 125 375 513 58 63 313 77 261 765 192 944 228 626
BPAG_0000055801-mRNA-1 1956 1072 1613 1016 916 1055 781 791 2413 1310 2804 1576 2147
BPAG_0000056201-mRNA-1 197 648 811 77 97 525 56 377 2232 196 2308 388 1554
BPAG_0000056301-mRNA-1 7005 2647 4965 4487 5393 2497 3587 2433 6644 4619 10549 8335 5403
BPAG_0000056401-mRNA-1 354 179 423 447 599 238 437 266 541 401 628 330 214
BPAG_0000056501-mRNA-1 872 911 2387 849 1196 1306 822 1194 2435 817 2919 1275 1877
BPAG_0000056601-mRNA-1 2899 5781 16765 3544 5586 12219 3273 8319 15645 2869 11080 2302 6102
BPAG_0000056801-mRNA-1 5749 3616 6732 3026 4188 3443 2538 2741 5884 2449 7830 4183 4240
BPAG_0000056901-mRNA-1 638 285 1769 1313 1864 817 1299 819 1758 1306 1850 1135 1151
BPAG_0000057201-mRNA-1 345 75 116 253 185 66 110 49 82 73 351 269 211
BPAG_0000057401-mRNA-1 1363 592 861 985 821 469 531 370 788 456 1307 1151 913
BPAG_0000057601-mRNA-1 251 207 220 87 78 127 33 53 71 34 363 174 269
BPAG_0000057701-mRNA-1 809 360 294 288 546 215 205 106 225 111 195 232 695
BPAG_0000058001-mRNA-1 24 33 30 27 19 33 18 13 10 5 33 8 11
BPAG_0000058101-mRNA-1 2936 1641 1343 1444 1743 755 1063 596 1356 818 1120 684 2183
BPAG_0000058201-mRNA-1 3507 1287 2185 2062 3351 1828 1883 1284 2359 1311 3545 2136 2710
BPAG_0000058301-mRNA-1 1634 686 1682 1813 2193 851 1319 728 1623 1213 1783 1213 1078
BPAG_0000058501-mRNA-1 1194 1003 1710 763 1131 1360 666 956 1939 631 5075 1728 1494
BPAG_0000058601-mRNA-1 1176 676 1005 811 1075 594 621 458 2087 1366 2276 1216 1809
BPAG_0000058701-mRNA-1 930 506 762 670 640 491 533 413 637 357 1336 840 929
BPAG_0000058801-mRNA-1 3647 1211 2956 2980 4525 1808 1966 1211 2179 1413 4943 3785 3221
BPAG_0000058901-mRNA-1 230 71 147 174 275 110 164 131 154 102 56 49 8
BPAG_0000059001-mRNA-1 2627 5463 7370 1442 1999 4704 1243 3481 6573 1086 11611 2378 6926
BPAG_0000059101-mRNA-1 5126 2845 3530 3117 3971 1998 2205 1624 3500 2117 4051 2266 2318
BPAG_0000059201-mRNA-1 1857 1064 2629 1639 2018 1410 1677 1470 7923 4280 6238 3216 2568
BPAG_0000059301-mRNA-1 1076 458 632 801 740 338 473 335 1167 790 938 703 508
BPAG_0000059401-mRNA-1 950 363 603 532 372 271 384 294 976 510 1246 762 487
BPAG_0000059501-mRNA-1 78 140 282 105 104 150 88 163 475 123 846 198 297
BPAG_0000059601-mRNA-1 60 29 6 5 5 0 1 1 9 9 8 3 1
BPAG_0000059701-mRNA-1 47 32 19 22 20 6 22 19 83 89 68 65 265
BPAG_0000059801-mRNA-1 1815 1953 2185 797 916 1232 817 1361 2711 792 7715 2638 2130
BPAG_0000059901-mRNA-1 124 46 228 314 375 182 506 250 423 241 548 422 476
BPAG_0000060001-mRNA-1 15 5 9 4 6 1 2 0 25 25 812 368 2
BPAG_0000060201-mRNA-1 78 42 168 118 72 100 48 97 49 9 278 114 107
BPAG_0000060401-mRNA-1 283 77 214 317 252 119 158 74 79 60 334 295 223
BPAG_0000060501-mRNA-1 50 16 45 42 49 29 17 13 31 13 63 72 17
BPAG_0000060701-mRNA-1 3465 2746 5318 2269 2346 2492 1783 2135 10978 3826 8511 3058 4353
BPAG_0000060801-mRNA-1 185 72 463 725 665 281 352 238 419 357 143 95 67
BPAG_0000060901-mRNA-1 3 0 5 6 2 2 1 0 16 9 124 135 0
BPAG_0000061001-mRNA-1 1085 600 1748 929 1010 887 778 789 2470 1062 2600 1103 1397
BPAG_0000061101-mRNA-1 435 146 317 284 435 201 186 100 169 158 292 252 158
BPAG_0000061201-mRNA-1 318 122 169 162 180 81 104 44 46 21 100 135 223
BPAG_0000061301-mRNA-1 143 336 748 149 196 548 127 434 1324 279 1603 409 570
BPAG_0000061401-mRNA-1 707 366 428 253 210 247 124 148 619 247 682 265 626
BPAG_0000061501-mRNA-1 379 173 449 356 465 245 391 266 854 645 845 447 203
BPAG_0000061601-mRNA-1 834 303 937 970 1333 565 1013 566 931 701 1058 677 419
BPAG_0000061701-mRNA-1 3844 1650 3305 2204 4435 2754 2156 1991 1820 813 756 276 1427
BPAG_0000061801-mRNA-1 666 227 669 718 840 380 721 346 889 610 1410 993 743
BPAG_0000061901-mRNA-1 174 79 330 286 347 147 268 161 388 289 425 283 193
BPAG_0000062001-mRNA-1 234 188 198 211 59 35 45 30 11 7 24 19 92
BPAG_0000062101-mRNA-1 10314 4541 2328 3120 3260 1438 1857 1055 1098 706 492 277 692
BPAG_0000062201-mRNA-1 668 418 1596 1133 990 465 839 741 1709 1139 1283 734 272
BPAG_0000062301-mRNA-1 126 55 77 74 65 43 65 48 290 164 286 161 108
BPAG_0000062401-mRNA-1 261 202 182 165 135 102 118 145 268 155 177 72 120
BPAG_0000062501-mRNA-1 653 350 564 425 375 277 331 309 1107 569 690 425 526
BPAG_0000062601-mRNA-1 1272 634 726 479 539 372 570 542 1002 498 1368 754 680
BPAG_0000062701-mRNA-1 296 214 754 229 291 376 183 335 1215 382 1339 459 991
BPAG_0000062901-mRNA-1 939 498 797 707 1121 481 780 501 1007 645 979 686 383
BPAG_0000063001-mRNA-1 1414 648 1432 1084 1254 780 863 708 2416 1550 2112 1112 1521
BPAG_0000063101-mRNA-1 587 329 609 452 493 275 366 279 791 476 1037 672 529
BPAG_0000063201-mRNA-1 233 106 271 215 308 157 257 158 540 354 625 335 209
BPAG_0000063301-mRNA-1 1691 816 1296 1412 1722 753 1570 837 2108 1399 1495 1068 710
BPAG_0000063401-mRNA-1 4235 1962 4886 4683 4789 1783 5762 4332 3679 2503 3213 1604 2925
BPAG_0000063501-mRNA-1 424 146 253 215 2952 1811 206 124 948 759 131 84 33
BPAG_0000063601-mRNA-1 558 276 621 488 479 369 392 326 1172 702 949 437 534
BPAG_0000063701-mRNA-1 584 279 769 554 842 559 569 361 799 481 1081 620 453
BPAG_0000063801-mRNA-1 5092 1915 770 654 454 215 285 232 540 341 1955 1036 418
BPAG_0000063901-mRNA-1 109 45 249 195 450 230 271 169 1406 901 1084 603 194
BPAG_0000064001-mRNA-1 346 138 889 548 570 297 478 389 852 535 1279 735 240
BPAG_0000064101-mRNA-1 186 109 132 167 365 156 242 174 387 252 1150 409 48
BPAG_0000064201-mRNA-1 579 274 139 91 387 182 86 60 14 8 434 344 230
BPAG_0000064301-mRNA-1 1990 1533 1691 1062 856 766 796 945 2111 999 2365 1081 1430
BPAG_0000064601-mRNA-1 974 1519 2193 1054 2807 4505 857 1454 2522 1017 3972 1690 1005
BPAG_0000064701-mRNA-1 312 99 150 152 203 98 69 51 147 136 970 781 699
